category,room,floor,gross,updated,price,location
Daire,3+1,4. Kat,130 m²,24 Eylül,17.000 TL,İzmir - Bergama - Zafer Mh.
Daire,2+1,2. Kat,80 m²,21 Eylül,20.000 TL,İzmir - Buca - Kozağaç Mh.
Daire,2+1,2. Kat,105 m²,4 Ekim,16.000 TL,İzmir - Buca - İnönü Mh.
Daire,3+1,3. Kat,125 m²,9 Ekim,25.000 TL,İzmir - Buca - Çamlık Mh.
Daire,3+1,3. Kat,125 m²,8 Ekim,18.500 TL,İzmir - Menemen - Gazi Mh.
Villa,4+1,,220 m²,28 Eylül,48.000 TL,İzmir - Menderes - Barbaros Mh.
Daire,4+1,Çatı Dubleks,230 m²,23 Eylül,19.000 TL,İzmir - Torbalı - İnönü Mh.
Daire,5+1,Kot 2 (-2). Kat,190 m²,21 Eylül,80.000 TL,İzmir - Aliağa - Yeni Mh.
Daire,2+1,2. Kat,100 m²,1 Ekim,17.000 TL,İzmir - Konak - Murat Reis Mh.
Daire,2+1,Kot 1 (-1). Kat,100 m²,21 Eylül,12.500 TL,İzmir - Konak - Barbaros Mh.
Daire,3+1,2. Kat,115 m²,9 Ekim,35.000 TL,İzmir - Buca - Çamlık Mh.
Daire,2+1,Kot 2 (-2). Kat,95 m²,1 Ekim,15.000 TL,İzmir - Çiğli - Küçük Çiğli Mh.
Daire,2+1,Yüksek giriş,80 m²,28 Eylül,15.000 TL,İzmir - Buca - Kozağaç Mh.
Daire,1+1,Çatı Dubleks,55 m²,21 Eylül,12.000 TL,İzmir - Menemen - 85. Yıl Cumhuriyet Mh.
Daire,2+1,2. Kat,75 m²,27 Eylül,25.000 TL,İzmir - Çeşme - Ilıca Mh.
Daire,3.5+1,Düz Giriş (Zemin),145 m²,3 Ekim,27.000 TL,İzmir - Aliağa - Kazım Dirik Mh.
Villa,4+1,,300 m²,27 Eylül,40.000 TL,İzmir - Çeşme - Yalı Mh.
Daire,2+1,2. Kat,65 m²,27 Eylül,23.000 TL,İzmir - Çeşme - Reisdere Mh.
Daire,2+1,Yüksek giriş,95 m²,20 Eylül,20.000 TL,İzmir - Buca - Dumlupınar Mh.
Daire,2+1,5. Kat,110 m²,9 Ekim,13.000 TL,İzmir - Torbalı - Ayrancılar Mh.
Daire,3+1,Yüksek giriş,140 m²,1 Ekim,17.000 TL,İzmir - Çiğli - Evka - 6 Mh.
Daire,3+1,2. Kat,120 m²,20 Eylül,23.000 TL,İzmir - Çiğli - Küçük Çiğli Mh.
Daire,2+1,1. Kat,85 m²,21 Eylül,17.500 TL,İzmir - Torbalı - Muratbey Mh.
Daire,2+1,1. Kat,85 m²,26 Eylül,17.500 TL,İzmir - Torbalı - Muratbey Mh.
Daire,2+1,Kot 1 (-1). Kat,95 m²,7 Ekim,20.000 TL,İzmir - Konak - Mithatpaşa Mh.
Daire,1+1,3. Kat,72 m²,9 Ekim,30.000 TL,İzmir - Karşıyaka - Mavişehir Mh.
Daire,2+1,1. Kat,85 m²,9 Ekim,21.000 TL,İzmir - Çiğli - Balatçık Mh.
Daire,3+1,5. Kat,120 m²,28 Eylül,27.000 TL,İzmir - Buca - Buca Koop. Mh.
Daire,Stüdyo,10. Kat,50 m²,5 Ekim,23.000 TL,İzmir - Bornova - Kazımdirik Mh.
Daire,2+1,2. Kat,110 m²,5 Ekim,25.000 TL,İzmir - Karşıyaka - Aksoy Mh.
Daire,2+1,7. Kat,86 m²,22 Eylül,30.000 TL,İzmir - Bornova - Kazımdirik Mh.
Daire,3+1,2. Kat,130 m²,22 Eylül,30.000 TL,İzmir - Bornova - Kazımdirik Mh.
Daire,2+1,1. Kat,90 m²,1 Ekim,18.000 TL,İzmir - Bayraklı - Tepekule Mh.
Daire,3+1,3. Kat,120 m²,21 Eylül,17.000 TL,İzmir - Konak - Güney Mh.
Daire,2+1,Yüksek giriş,95 m²,20 Eylül,15.000 TL,İzmir - Çiğli - Balatçık Mh.
Daire,3+1,7. Kat,135 m²,9 Ekim,32.000 TL,İzmir - Karabağlar - Muammer Akar Mh.
Daire,1+1,1. Kat,85 m²,20 Eylül,12.500 TL,İzmir - Bayraklı - Fuat Edip Baksı Mh.
Daire,2+1,2. Kat,75 m²,8 Ekim,15.000 TL,İzmir - Aliağa - Yeni Mh.
Daire,2+1,3. Kat,95 m²,4 Ekim,18.000 TL,İzmir - Menderes - Cüneytbey Mh.
Daire,2+1,Yüksek giriş,110 m²,27 Eylül,15.000 TL,İzmir - Torbalı - Ayrancılar Mh.
Yazlık,4+1,Müstakil,250 m²,20 Eylül,16.000 TL,İzmir - Bergama - Zeytindağ Mh.
Daire,2+1,2. Kat,105 m²,20 Eylül,16.000 TL,İzmir - Karabağlar - Aydın Mh.
Daire,3+1,4. Kat,138 m²,20 Eylül,38.000 TL,İzmir - Balçova - Onur Mh.
Daire,3+1,2. Kat,140 m²,2 Ekim,20.000 TL,İzmir - Karabağlar - Bozyaka Mh.
Daire,2+1,Yüksek giriş,90 m²,6 Ekim,10.000 TL,İzmir - Karabağlar - Sarıyer Mh.
Daire,3+1,2. Kat,150 m²,20 Eylül,19.750 TL,İzmir - Buca - Fırat Mh.
Daire,2+1,Düz Giriş (Zemin),90 m²,4 Ekim,10.000 TL,İzmir - Karabağlar - Cennetoğlu Mh.
Daire,2+1,Yüksek giriş,90 m²,9 Ekim,15.000 TL,İzmir - Buca - Barış Mh.
Daire,1+1,2. Kat,70 m²,20 Eylül,16.500 TL,İzmir - Dikili - Salihler Mh.
Daire,3+1,4. Kat,120 m²,20 Eylül,25.000 TL,İzmir - Konak - Çankaya Mh.
Daire,3+1,3. Kat,145 m²,3 Ekim,25.000 TL,İzmir - Buca - Akıncılar Mh.
Daire,1+1,2. Kat,60 m²,25 Eylül,15.500 TL,İzmir - Menemen - İnönü Mh.
Daire,2+1,6. Kat,90 m²,25 Eylül,34.750 TL,İzmir - Çiğli - Balatçık Mh.
Daire,3+1,6. Kat,140 m²,25 Eylül,30.000 TL,İzmir - Çiğli - Balatçık Mh.
Daire,3+1,1. Kat,130 m²,25 Eylül,26.000 TL,İzmir - Karşıyaka - Nergiz Mh.
Daire,1+1,4. Kat,45 m²,20 Eylül,18.000 TL,İzmir - Buca - Adatepe Mh.
Daire,2+1,Çatı katı,100 m²,28 Eylül,25.000 TL,İzmir - Menderes - Barbaros Mh.
Daire,3+1,4. Kat,145 m²,4 Ekim,23.000 TL,İzmir - Menderes - Kemalpaşa Mh.
Daire,2+1,2. Kat,90 m²,30 Eylül,30.000 TL,İzmir - Karşıyaka - İnönü Mh.
Daire,2+1,3. Kat,110 m²,25 Eylül,26.750 TL,İzmir - Çiğli - Küçük Çiğli Mh.
Daire,3+1,2. Kat,145 m²,19 Eylül,38.500 TL,İzmir - Balçova - Onur Mh.
Daire,3+1,Yüksek giriş,125 m²,19 Eylül,24.000 TL,İzmir - Balçova - Eğitim Mh.
Daire,3+1,2. Kat,145 m²,25 Eylül,38.500 TL,İzmir - Balçova - Onur Mh.
Daire,3+1,3. Kat,120 m²,2 Ekim,17.000 TL,İzmir - Çiğli - İzkent Mh.
Daire,3+1,2. Kat,120 m²,2 Ekim,28.000 TL,İzmir - Aliağa - Yeni Mh.
Daire,2+1,Düz Giriş (Zemin),85 m²,2 Ekim,26.000 TL,İzmir - Aliağa - Siteler Mh.
Daire,2+1,3. Kat,100 m²,2 Ekim,18.500 TL,İzmir - Bergama - Fatih Mh.
Daire,3+1,6. Kat,180 m²,25 Eylül,44.000 TL,İzmir - Bornova - Meriç Mh.
Daire,1+1,3. Kat,55 m²,25 Eylül,19.000 TL,İzmir - Bayraklı - Cengizhan Mh.
Daire,1+1,2. Kat,45 m²,2 Ekim,20.000 TL,İzmir - Aliağa - Yeni Mh.
Daire,2+1,2. Kat,125 m²,25 Eylül,17.500 TL,İzmir - Bergama - Ertuğrul Mh.
Daire,2+1,4. Kat,100 m²,25 Eylül,18.000 TL,İzmir - Bergama - Fatih Mh.
Daire,2+1,1. Kat,90 m²,25 Eylül,15.500 TL,İzmir - Bergama - Zafer Mh.
Daire,3+1,4. Kat,145 m²,2 Ekim,14.500 TL,İzmir - Bergama - Maltepe Mh.
Villa,3+1,,140 m²,27 Eylül,58.000 TL,İzmir - Urla - Kalabak Mh.
Müstakil Ev,3+1,,155 m²,25 Eylül,33.000 TL,İzmir - Dikili - Çandarlı Mh.
Daire,3+1,1. Kat,110 m²,25 Eylül,33.000 TL,İzmir - Aliağa - Yalı Mh.
Daire,2+1,3. Kat,110 m²,25 Eylül,13.000 TL,İzmir - Bergama - Zafer Mh.
Daire,3+1,3. Kat,110 m²,25 Eylül,22.000 TL,İzmir - Bergama - Fatih Mh.
Daire,2+1,5. Kat,114 m²,25 Eylül,32.000 TL,İzmir - Aliağa - Kurtuluş Mh.
Daire,3+1,1. Kat,250 m²,25 Eylül,32.000 TL,İzmir - Aliağa - Yeni Mh.
Daire,3+1,7. Kat,185 m²,19 Eylül,45.000 TL,İzmir - Karabağlar - Fahrettin Altay Mh.
Daire,2+1,2. Kat,75 m²,25 Eylül,18.000 TL,İzmir - Buca - Adatepe Mh.
Daire,2+1,2. Kat,85 m²,25 Eylül,25.000 TL,İzmir - Buca - Atatürk Mh.
Daire,3+1,2. Kat,110 m²,25 Eylül,30.000 TL,İzmir - Buca - Atatürk Mh.
Daire,3+1,3. Kat,130 m²,19 Eylül,27.000 TL,İzmir - Bornova - Atatürk Mh.
Daire,3+1,3. Kat,110 m²,19 Eylül,20.000 TL,İzmir - Bornova - İnönü Mh.
Daire,2+1,Bahçe katı,110 m²,19 Eylül,18.000 TL,İzmir - Bornova - Atatürk Mh.
Daire,Stüdyo,Bahçe katı,55 m²,8 Ekim,20.000 TL,İzmir - Bornova - Kazımdirik Mh.
Daire,3+1,5. Kat,95 m²,19 Eylül,18.500 TL,İzmir - Dikili - İsmetpaşa Mh.
Daire,3+1,3. Kat,125 m²,25 Eylül,35.000 TL,İzmir - Balçova - Korutürk Mh.
Daire,3+1,Çatı katı,120 m²,30 Eylül,32.500 TL,İzmir - Narlıdere - Ilıca Mh.
Daire,2+1,Yüksek giriş,90 m²,25 Eylül,31.000 TL,İzmir - Balçova - Korutürk Mh.
Daire,1+1,Yüksek giriş,50 m²,25 Eylül,26.000 TL,İzmir - Balçova - Eğitim Mh.
Daire,3+1,Yüksek giriş,110 m²,25 Eylül,32.000 TL,İzmir - Balçova - Onur Mh.
Daire,1+1,2. Kat,65 m²,25 Eylül,35.000 TL,İzmir - Balçova - Fevzi Çakmak Mh.
Daire,2+1,Kot 1 (-1). Kat,85 m²,26 Eylül,19.000 TL,İzmir - Balçova - Eğitim Mh.
Daire,1+1,2. Kat,60 m²,25 Eylül,21.000 TL,İzmir - Balçova - Korutürk Mh.
Daire,2+1,Yüksek giriş,105 m²,19 Eylül,25.000 TL,İzmir - Karabağlar - Arap Hasan Mh.
Daire,1+1,3. Kat,70 m²,19 Eylül,16.500 TL,İzmir - Dikili - İsmetpaşa Mh.
Daire,3+1,2. Kat,125 m²,19 Eylül,18.000 TL,İzmir - Çiğli - Ataşehir Mh.
Daire,3+1,Yüksek giriş,135 m²,7 Ekim,27.000 TL,İzmir - Konak - Kılıç Reis Mh.
Daire,1+1,Kot 2 (-2). Kat,52 m²,19 Eylül,15.000 TL,İzmir - Çiğli - Küçük Çiğli Mh.
Villa,5+1,,322 m²,19 Eylül,145.000 TL,İzmir - Çiğli - Sasallı Merkez Mh.
Daire,2+1,Düz Giriş (Zemin),100 m²,5 Ekim,14.000 TL,İzmir - Karabağlar - Sarıyer Mh.
Daire,2+1,1. Kat,96 m²,19 Eylül,20.000 TL,İzmir - Tire - Hürriyet Mh.
Daire,3+1,2. Kat,140 m²,2 Ekim,16.000 TL,İzmir - Bergama - Gaziosmanpaşa Mh.
Daire,3+1,1. Kat,125 m²,26 Eylül,2.650.000 TL,İzmir - Konak - Murat Reis Mh.
Daire,3+1,5. Kat,120 m²,25 Eylül,32.000 TL,İzmir - Karşıyaka - Bostanlı Mh.
Daire,3+1,3. Kat,130 m²,25 Eylül,24.500 TL,İzmir - Bayraklı - Mansuroğlu Mh.
Villa,3+1,,240 m²,25 Eylül,50.000 TL,İzmir - Menderes - Çukuraltı Mh.
Daire,2+1,2. Kat,80 m²,25 Eylül,25.000 TL,İzmir - Seferihisar - Çolak İbrahim Bey Mh.
Villa,4+1,,145 m²,25 Eylül,50.000 TL,İzmir - Çeşme - Şifne Mh.
Villa,3+1,,150 m²,25 Eylül,70.000 TL,İzmir - Seferihisar - Sığacık Mh.
Daire,2+1,2. Kat,110 m²,5 Ekim,14.000 TL,İzmir - Karabağlar - Abdi İpekçi Mh.
Daire,3+1,2. Kat,120 m²,5 Ekim,25.000 TL,İzmir - Karabağlar - Gülyaka Mh.
Daire,1 Oda,Düz Giriş (Zemin),30 m²,7 Ekim,10.000 TL,İzmir - Konak - Murat Reis Mh.
Daire,3+1,2. Kat,140 m²,25 Eylül,19.000 TL,İzmir - Buca - Atatürk Mh.
Daire,1+1,1. Kat,50 m²,25 Eylül,13.500 TL,İzmir - Buca - Kuruçeşme Mh.
Daire,2+1,4. Kat,85 m²,25 Eylül,25.000 TL,İzmir - Konak - Alsancak Mh.
Daire,4+1,Çatı Dubleks,165 m²,18 Eylül,4.750.000 TL,İzmir - Dikili - İsmetpaşa Mh.
Villa,5+1,,275 m²,25 Eylül,75.000 TL,İzmir - Foça - Yenibağarası Mh.
Daire,1+1,1. Kat,45 m²,19 Eylül,27.000 TL,İzmir - Balçova - Teleferik Mh.
Daire,4+1,5. Kat,155 m²,18 Eylül,45.000 TL,İzmir - Konak - Mimar Sinan Mh.
Daire,2+1,3. Kat,110 m²,7 Ekim,18.500 TL,İzmir - Buca - Yenigün Mh.
Villa,5+2,,330 m²,25 Eylül,80.000 TL,İzmir - Güzelbahçe - Çamlı Mh.
Daire,3+1,3. Kat,160 m²,19 Eylül,17.000 TL,İzmir - Buca - Göksu Mh.
Daire,3+1,1. Kat,120 m²,18 Eylül,15.000 TL,İzmir - Ödemiş - Cumhuriyet Mh.
Daire,2+0,Düz Giriş (Zemin),65 m²,25 Eylül,16.000 TL,İzmir - Buca - Yıldız Mh.
Daire,3+1,3. Kat,130 m²,25 Eylül,20.000 TL,İzmir - Karşıyaka - Şemikler Mh.
Daire,3+1,5. Kat,140 m²,25 Eylül,23.000 TL,İzmir - Bornova - Kızılay Mh.
Daire,3+1,1. Kat,140 m²,25 Eylül,18.000 TL,İzmir - Konak - Kılıç Reis Mh.
Daire,2+1,Yüksek giriş,95 m²,3 Ekim,13.000 TL,İzmir - Menemen - Irmak Mh.
Daire,1+1,2. Kat,60 m²,27 Eylül,17.000 TL,İzmir - Buca - Adatepe Mh.
Daire,2+1,2. Kat,90 m²,4 Ekim,20.000 TL,İzmir - Seferihisar - Camikebir Mh.
Daire,3+1,2. Kat,135 m²,5 Ekim,25.000 TL,İzmir - Menemen - Atatürk Mh.
Yazlık,3+1,Müstakil,200 m²,9 Ekim,20.000 TL,İzmir - Dikili - Gazipaşa Mh.
Daire,3+1,4. Kat,120 m²,18 Eylül,28.000 TL,İzmir - Buca - Kuruçeşme Mh.
Daire,2+1,2. Kat,95 m²,8 Ekim,22.000 TL,İzmir - Konak - Akın Simav Mh.
Daire,2+1,Düz Giriş (Zemin),100 m²,18 Eylül,15.500 TL,İzmir - Buca - Çamlıkule Mh.
Daire,2+1,3. Kat,75 m²,1 Ekim,28.000 TL,İzmir - Balçova - Korutürk Mh.
Daire,2+1,Kot 2 (-2). Kat,85 m²,1 Ekim,20.000 TL,İzmir - Buca - Kuruçeşme Mh.
Daire,3+1,1. Kat,145 m²,18 Eylül,15.000 TL,İzmir - Bergama - Zafer Mh.
Daire,1+1,5. Kat,55 m²,27 Eylül,30.000 TL,İzmir - Bornova - Kazımdirik Mh.
Daire,1+1,Bahçe katı,45 m²,18 Eylül,11.000 TL,İzmir - Dikili - Cumhuriyet Mh.
Daire,2+1,7. Kat,85 m²,25 Eylül,10.000 TL,İzmir - Tire - Atatürk Mh.
Daire,3+1,2. Kat,135 m²,1 Ekim,25.000 TL,İzmir - Buca - Efeler Mh.
Daire,2+1,1. Kat,110 m²,25 Eylül,19.500 TL,İzmir - Buca - Adatepe Mh.
Daire,2+0,4. Kat,90 m²,25 Eylül,10.000 TL,İzmir - Buca - Çamlıkule Mh.
Daire,1+1,2. Kat,55 m²,25 Eylül,15.500 TL,İzmir - Buca - Adatepe Mh.
Daire,2+1,Düz Giriş (Zemin),100 m²,4 Ekim,20.000 TL,İzmir - Karabağlar - Metin Oktay Mh.
Daire,2+1,7. Kat,90 m²,18 Eylül,30.000 TL,İzmir - Konak - Kültür Mh.
Daire,3+1,1. Kat,125 m²,18 Eylül,20.000 TL,İzmir - Bornova - Yeşilova Mh.
Daire,2+1,Yüksek giriş,90 m²,8 Ekim,14.000 TL,İzmir - Bornova - Karacaoğlan Mh.
Daire,3+1,2. Kat,200 m²,18 Eylül,30.000 TL,İzmir - Çiğli - Harmandalı Gazi Mustafa Kemal Atatürk Mh.
Daire,1+1,Düz Giriş (Zemin),70 m²,26 Eylül,15.000 TL,İzmir - Buca - Yıldız Mh.
Daire,3+1,5. Kat,100 m²,25 Eylül,18.500 TL,İzmir - Dikili - İsmetpaşa Mh.
Daire,3+1,3. Kat,175 m²,18 Eylül,23.000 TL,İzmir - Bergama - Fatih Mh.
Müstakil Ev,2+1,,500 m²,9 Ekim,28.000 TL,İzmir - Dikili - Bademli Mh.
Residence,3+1,9. Kat,135 m²,25 Eylül,46.000 TL,İzmir - Bayraklı - Osmangazi Mh.
Daire,1+1,4. Kat,42 m²,25 Eylül,25.000 TL,İzmir - Karşıyaka - Yalı Mh.
Daire,1+1,3. Kat,40 m²,18 Eylül,16.500 TL,İzmir - Konak - Zafertepe Mh.
Daire,2+1,Yüksek giriş,80 m²,9 Ekim,13.500 TL,İzmir - Bergama - Atatürk Mh.
Daire,4+1,Düz Giriş (Zemin),185 m²,17 Eylül,80.000 TL,İzmir - Bornova - Evka 3 Mh.
Daire,3+1,Bahçe katı,350 m²,18 Eylül,13.000 TL,İzmir - Torbalı - İnönü Mh.
Daire,1+1,2. Kat,55 m²,21 Eylül,16.000 TL,İzmir - Buca - Adatepe Mh.
Daire,3+1,2. Kat,130 m²,27 Eylül,19.000 TL,İzmir - Buca - Atatürk Mh.
Daire,1+1,Yüksek giriş,50 m²,17 Eylül,11.000 TL,İzmir - Buca - Atatürk Mh.
Daire,3+1,4. Kat,130 m²,27 Eylül,19.000 TL,İzmir - Buca - Yaylacık Mh.
Daire,2+1,4. Kat,90 m²,8 Ekim,24.000 TL,İzmir - Aliağa - Yeni Mh.
Daire,2+1,2. Kat,125 m²,23 Eylül,20.000 TL,İzmir - Buca - Ufuk Mh.
Villa,4+1,,235 m²,17 Eylül,160.000 TL,İzmir - Urla - Yenice Mh.
Daire,3+1,8. Kat,140 m²,17 Eylül,26.000 TL,İzmir - Bornova - Atatürk Mh.
Daire,2+1,2. Kat,120 m²,25 Eylül,15.000 TL,İzmir - Bornova - Yeşilova Mh.
Daire,2+1,2. Kat,75 m²,20 Eylül,15.000 TL,İzmir - Aliağa - Yeni Mh.
Daire,1+1,Bahçe katı,70 m²,17 Eylül,10.000 TL,İzmir - Bornova - Atatürk Mh.
Daire,2+1,1. Kat,115 m²,17 Eylül,20.000 TL,İzmir - Bornova - İnönü Mh.
Daire,3+1,2. Kat,140 m²,7 Ekim,12.000 TL,İzmir - Bergama - Zafer Mh.
Daire,3+1,Yüksek giriş,140 m²,25 Eylül,18.000 TL,İzmir - Menemen - Kazımpaşa Mh.
Daire,3+1,2. Kat,125 m²,4 Ekim,20.000 TL,İzmir - Karabağlar - Kibar Mh.
Daire,3+1,Çatı katı,140 m²,17 Eylül,17.000 TL,İzmir - Torbalı - Alpkent Mh.
Daire,3+1,Çatı katı,140 m²,17 Eylül,16.000 TL,İzmir - Torbalı - Atatürk Mh.
Daire,3+1,2. Kat,140 m²,17 Eylül,16.000 TL,İzmir - Torbalı - Atatürk Mh.
Daire,2+1,Çatı katı,90 m²,17 Eylül,9.000 TL,İzmir - Torbalı - Atatürk Mh.
Daire,1+1,5. Kat,60 m²,26 Eylül,18.000 TL,İzmir - Torbalı - Yedi Eylül Mh.
Daire,2+1,Çatı katı,100 m²,9 Ekim,12.000 TL,İzmir - Karabağlar - Cennetoğlu Mh.
Villa,4+1,,180 m²,4 Ekim,50.000 TL,İzmir - Menderes - Barbaros Mh.
Daire,1+1,2. Kat,50 m²,17 Eylül,28.000 TL,İzmir - Foça - Fatih Mh.
Daire,1+1,4. Kat,55 m²,18 Eylül,22.500 TL,İzmir - Karşıyaka - İnönü Mh.
Daire,2+1,2. Kat,92 m²,17 Eylül,33.000 TL,İzmir - Karşıyaka - İnönü Mh.
Daire,1+1,Düz Giriş (Zemin),60 m²,25 Eylül,18.000 TL,İzmir - Torbalı - Torbalı Mh.
Daire,1+1,3. Kat,75 m²,23 Eylül,600 TL,İzmir - Buca - Yaylacık Mh.
Daire,2+1,3. Kat,80 m²,16 Eylül,25.000 TL,İzmir - Buca - Atatürk Mh.
Daire,2+1,2. Kat,95 m²,17 Eylül,15.700 TL,İzmir - Bergama - Fatih Mh.
Daire,4+1,Bahçe dublex,185 m²,8 Ekim,38.000 TL,İzmir - Karşıyaka - Bahariye Mh.
Daire,2+1,2. Kat,65 m²,16 Eylül,20.000 TL,İzmir - Buca - Adatepe Mh.
Daire,1+1,1. Kat,65 m²,1 Ekim,12.000 TL,İzmir - Menemen - 85. Yıl Cumhuriyet Mh.
Daire,Stüdyo,Yüksek giriş,35 m²,26 Eylül,20.000 TL,İzmir - Karşıyaka - İmbatlı Mh.
Daire,2+1,2. Kat,80 m²,16 Eylül,20.000 TL,İzmir - Buca - Adatepe Mh.
Daire,2+1,4. Kat,90 m²,25 Eylül,16.500 TL,İzmir - Torbalı - Muratbey Mh.
Daire,3+1,4. Kat,150 m²,25 Eylül,27.000 TL,İzmir - Karşıyaka - Dedebaşı Mh.
Daire,4+1,Yüksek giriş,150 m²,25 Eylül,24.000 TL,İzmir - Karşıyaka - Dedebaşı Mh.
Daire,3+1,6. Kat,127 m²,25 Eylül,30.000 TL,İzmir - Menemen - Kemal Atatürk Mh.
Daire,3+1,3. Kat,137 m²,25 Eylül,47.000 TL,İzmir - Karşıyaka - Mavişehir Mh.
Daire,2+1,1. Kat,115 m²,25 Eylül,22.000 TL,İzmir - Dikili - Çandarlı Mh.
Daire,3+1,2. Kat,150 m²,25 Eylül,23.000 TL,İzmir - Dikili - Çandarlı Mh.
Daire,1+1,2. Kat,55 m²,8 Ekim,11.500 TL,İzmir - Buca - Adatepe Mh.
Daire,2+1,2. Kat,115 m²,17 Eylül,23.000 TL,İzmir - Dikili - Gazipaşa Mh.
Daire,3+1,2. Kat,130 m²,16 Eylül,30.000 TL,İzmir - Çeşme - Dalyan Mh.
Daire,3+1,1. Kat,140 m²,9 Ekim,29.000 TL,İzmir - Karabağlar - General Kazım Özalp Mh.
Müstakil Ev,3+1,,180 m²,25 Eylül,20.000 TL,İzmir - Bergama - Bahçelievler Mh.
Daire,1+1,1. Kat,45 m²,16 Eylül,15.000 TL,İzmir - Buca - Adatepe Mh.
Daire,2+1,3. Kat,120 m²,2 Ekim,12.000 TL,İzmir - Karabağlar - Sarıyer Mh.
Daire,2+1,3. Kat,120 m²,2 Ekim,8.500 TL,İzmir - Konak - Ferahlı Mh.
Daire,3+1,1. Kat,140 m²,25 Eylül,29.000 TL,İzmir - Bayraklı - Osmangazi Mh.
Daire,2+1,Yüksek giriş,90 m²,16 Eylül,25.000 TL,İzmir - Karabağlar - Vatan Mh.
Yazlık,2+2,Müstakil,120 m²,16 Eylül,40.000 TL,İzmir - Çeşme - Cumhuriyet Mh.
Daire,3+1,Müstakil,98 m²,16 Eylül,15.000 TL,İzmir - Bornova - Barbaros Mh.
Daire,3+1,6. Kat,130 m²,16 Eylül,18.000 TL,İzmir - Buca - Buca Koop. Mh.
Daire,2+1,2. Kat,85 m²,26 Eylül,15.000 TL,İzmir - Urla - Kadıovacık Mh.
Daire,2+1,2. Kat,95 m²,2 Ekim,12.000 TL,İzmir - Karabağlar - Çalıkuşu Mh.
Daire,1+1,3. Kat,65 m²,16 Eylül,18.000 TL,İzmir - Bornova - Erzene Mh.
Daire,2.5+1,3. Kat,120 m²,21 Eylül,20.000 TL,İzmir - Ödemiş - Umurbey Mh.
Daire,2+1,6. Kat,80 m²,16 Eylül,32.000 TL,İzmir - Bornova - Kazımdirik Mh.
Daire,3+1,3. Kat,130 m²,8 Ekim,25.000 TL,İzmir - Konak - Zafertepe Mh.
Daire,3+1,4. Kat,135 m²,16 Eylül,20.000 TL,İzmir - Buca - Yenigün Mh.
Daire,1+1,2. Kat,65 m²,29 Eylül,15.000 TL,İzmir - Menemen - İnönü Mh.
Daire,1+1,2. Kat,55 m²,26 Eylül,15.000 TL,İzmir - Buca - Yıldız Mh.
Daire,3+1,3. Kat,135 m²,23 Eylül,35.000 TL,İzmir - Gaziemir - Gazi Mh.
Daire,3+1,3. Kat,150 m²,25 Eylül,20.000 TL,İzmir - Tire - Hürriyet Mh.
Daire,2+1,2. Kat,70 m²,25 Eylül,30.000 TL,İzmir - Çeşme - Reisdere Mh.
Daire,2+1,2. Kat,100 m²,25 Eylül,25.000 TL,İzmir - Karabağlar - General Asım Gündüz Mh.
Daire,2+1,12. Kat,80 m²,25 Eylül,15.000 TL,İzmir - Karabağlar - Yaşar Kemal Mh.
Daire,1+1,Düz Giriş (Zemin),50 m²,8 Ekim,14.000 TL,İzmir - Buca - Atatürk Mh.
Daire,2+1,3. Kat,80 m²,25 Eylül,25.000 TL,İzmir - Menderes - Çukuraltı Mh.
Daire,3+1,1. Kat,130 m²,25 Eylül,16.000 TL,İzmir - Konak - Kemal Reis Mh.
Daire,1+1,3. Kat,75 m²,21 Eylül,200 TL,İzmir - Buca - Yaylacık Mh.
Daire,2+1,1. Kat,85 m²,9 Ekim,17.000 TL,İzmir - Aliağa - Yeni Mh.
Daire,3+1,Yüksek giriş,160 m²,29 Eylül,14.000 TL,İzmir - Menemen - Kasımpaşa Mh.
Daire,3+1,Yüksek giriş,117 m²,26 Eylül,14.500 TL,İzmir - Menemen - Esatpaşa Mh.
Daire,2+1,Yüksek giriş,100 m²,25 Eylül,25.000 TL,İzmir - Karşıyaka - Bahçelievler Mh.
Daire,1+1,Düz Giriş (Zemin),48 m²,25 Eylül,5.000 TL,İzmir - Çiğli - Güzeltepe Mh.
Daire,3+1,4. Kat,135 m²,25 Eylül,26.000 TL,İzmir - Menemen - Esatpaşa Mh.
Daire,3+1,2. Kat,130 m²,25 Eylül,25.000 TL,İzmir - Çiğli - Küçük Çiğli Mh.
Daire,3+1,2. Kat,110 m²,25 Eylül,27.500 TL,İzmir - Konak - Çankaya Mh.
Daire,3+1,2. Kat,135 m²,15 Eylül,15.000 TL,İzmir - Bergama - Maltepe Mh.
Daire,3+1,4. Kat,135 m²,15 Eylül,12.000 TL,İzmir - Bergama - Maltepe Mh.
Daire,2+1,Yüksek giriş,100 m²,15 Eylül,45.000 TL,İzmir - Buca - Aydoğdu Mh.
Daire,2+0,Yüksek giriş,55 m²,23 Eylül,18.000 TL,İzmir - Buca - Adatepe Mh.
Daire,3+1,Düz Giriş (Zemin),90 m²,25 Eylül,10.000 TL,İzmir - Karabağlar - Adnan Süvari Mh.
Daire,3+1,5. Kat,130 m²,8 Ekim,35.000 TL,İzmir - Çiğli - Ataşehir Mh.
Daire,2+1,4. Kat,110 m²,5 Ekim,17.000 TL,İzmir - Bornova - Kızılay Mh.
Daire,3+1,4. Kat,130 m²,5 Ekim,25.000 TL,İzmir - Bornova - Kazımdirik Mh.
